offer_ID,structure_type,floor,structure_age, insurance_amount ,water_damage,price,insurance_claim,mortgage,service_index,company,earthquake_cover,robbery_cover,,
1132,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,645,ללא תביעות,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1133,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,653,ללא תביעות,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1134,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,658,ללא תביעות,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1135,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,664,ללא תביעות,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1136,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ללא תביעות,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1137,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ללא תביעות,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1138,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,712,ללא תביעות,לא,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1139,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,780,ללא תביעות,לא,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1140,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ללא תביעות,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1141,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,505,ללא תביעות,לא,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1142,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,615,ללא תביעות,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1143,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,736,ללא תביעות,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1144,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,780,ללא תביעות,לא,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1145,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,783,ללא תביעות,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1146,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,980,ללא תביעות,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1147,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,014",ללא תביעות,לא,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1148,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,130",ללא תביעות,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1149,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,139",ללא תביעות,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1150,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ללא תביעות,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1151,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,268",ללא תביעות,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
1152,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ללא תביעות,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
1153,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,367",ללא תביעות,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1154,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ללא תביעות,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1155,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,423",ללא תביעות,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1156,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,268,ללא תביעות,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
1157,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,275,ללא תביעות,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1158,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,277,ללא תביעות,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1159,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,280,ללא תביעות,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1160,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,300,ללא תביעות,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1161,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,304,ללא תביעות,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1162,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,314,ללא תביעות,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1163,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,325,ללא תביעות,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1164,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,330,ללא תביעות,לא,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1165,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,351,ללא תביעות,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1166,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,400,ללא תביעות,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1167,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,400,ללא תביעות,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1168,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,550,ללא תביעות,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1169,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,583,ללא תביעות,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1170,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,980,ללא תביעות,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1171,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,532,ב-12 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1172,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,548,ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1173,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,550,ב-12 חודשים אחרונים,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1174,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,561,ב-12 חודשים אחרונים,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1175,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,615,ב-12 חודשים אחרונים,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1176,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,640,ב-12 חודשים אחרונים,לא,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1177,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,653,ב-12 חודשים אחרונים,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1178,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,664,ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1179,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,666,ב-12 חודשים אחרונים,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1180,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-12 חודשים אחרונים,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1181,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,673,ב-12 חודשים אחרונים,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1182,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-12 חודשים אחרונים,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1183,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,712,ב-12 חודשים אחרונים,לא,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1184,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,780,ב-12 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1185,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-12 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1186,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,505,ב-12 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1187,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,615,ב-12 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
1188,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,736,ב-12 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1189,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,780,ב-12 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1190,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,783,ב-12 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
1191,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-12 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1192,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,014",ב-12 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1193,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,130",ב-12 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1194,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,142",ב-12 חודשים אחרונים,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1195,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1196,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,276",ב-12 חודשים אחרונים,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1197,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ב-12 חודשים אחרונים,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1198,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ב-12 חודשים אחרונים,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1199,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,437",ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1200,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,451",ב-12 חודשים אחרונים,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1201,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,275,ב-12 חודשים אחרונים,לא,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1202,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,276,ב-12 חודשים אחרונים,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1203,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,280,ב-12 חודשים אחרונים,לא,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1204,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,300,ב-12 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1205,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,301,ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1206,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,304,ב-12 חודשים אחרונים,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1207,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,314,ב-12 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1208,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,325,ב-12 חודשים אחרונים,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1209,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,330,ב-12 חודשים אחרונים,לא,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1210,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,351,ב-12 חודשים אחרונים,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1211,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,400,ב-12 חודשים אחרונים,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1212,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,428,ב-12 חודשים אחרונים,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1213,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,550,ב-12 חודשים אחרונים,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1214,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,583,ב-12 חודשים אחרונים,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1215,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,980,ב-12 חודשים אחרונים,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1216,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,532,ב-24 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1217,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,543,ב-24 חודשים אחרונים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1218,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,550,ב-24 חודשים אחרונים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1219,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,561,ב-24 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1220,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,615,ב-24 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
1221,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,640,ב-24 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1222,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,653,ב-24 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
1223,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,664,ב-24 חודשים אחרונים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1224,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,666,ב-24 חודשים אחרונים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
1225,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-24 חודשים אחרונים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1226,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,673,ב-24 חודשים אחרונים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1227,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-24 חודשים אחרונים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
1228,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,712,ב-24 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1229,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,780,ב-24 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1230,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-24 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1231,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,505,ב-24 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1232,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,615,ב-24 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
1233,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,736,ב-24 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1234,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,780,ב-24 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1235,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,783,ב-24 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
1236,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-24 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1237,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,014",ב-24 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1238,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,130",ב-24 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1239,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,141",ב-24 חודשים אחרונים,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1240,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ב-24 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1241,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,276",ב-24 חודשים אחרונים,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1242,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ב-24 חודשים אחרונים,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1243,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ב-24 חודשים אחרונים,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1244,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,432",ב-24 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1245,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,451",ב-24 חודשים אחרונים,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1246,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,275,ב-24 חודשים אחרונים,לא,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1247,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,276,ב-24 חודשים אחרונים,לא,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1248,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,280,ב-24 חודשים אחרונים,לא,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1249,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,296,ב-24 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1250,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,300,ב-24 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1251,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,304,ב-24 חודשים אחרונים,לא,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1252,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,314,ב-24 חודשים אחרונים,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1253,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,325,ב-24 חודשים אחרונים,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1254,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,330,ב-24 חודשים אחרונים,לא,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1255,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,351,ב-24 חודשים אחרונים,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1256,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,400,ב-24 חודשים אחרונים,לא,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1257,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,428,ב-24 חודשים אחרונים,לא,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1258,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,550,ב-24 חודשים אחרונים,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1259,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,583,ב-24 חודשים אחרונים,לא,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1260,בניין קומת ביניים,5,1," 250,000 ",ללא כיסוי כלל,980,ב-24 חודשים אחרונים,לא,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1261,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,532,ב-36 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1262,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,537,ב-36 חודשים אחרונים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1263,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,550,ב-36 חודשים אחרונים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1264,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,561,ב-36 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1265,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,615,ב-36 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
1266,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,640,ב-36 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1267,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,653,ב-36 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
1268,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,664,ב-36 חודשים אחרונים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1269,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,666,ב-36 חודשים אחרונים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
1270,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-36 חודשים אחרונים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1271,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,673,ב-36 חודשים אחרונים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1272,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-36 חודשים אחרונים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
1273,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,712,ב-36 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1274,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,780,ב-36 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1275,בניין קומת ביניים,5,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-36 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1276,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,505,ב-36 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
1277,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,615,ב-36 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
1278,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,736,ב-36 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1279,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,780,ב-36 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1280,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,783,ב-36 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
1281,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-36 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
1282,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,014",ב-36 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
1283,בניין קומת ביניים,5,1," 250,000 ",שרברב לבחירת המבוטח,"1,130",ב-36 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
